long,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,None,flags,flags,flags,flags,flags,flags,flags,flags,flags,flags,long,flags,flags,long,flags,None
145,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x8A9DC1,0x18191B,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
146,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x493D69,0x151416,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
147,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
148,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
149,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
150,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
151,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
152,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x336591,0x141618,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
153,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
154,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
155,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
156,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
157,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
158,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
159,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
160,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
161,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
162,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xC3841,0xC3841,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
163,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x656565,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
164,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x4E4E5F,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
165,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x6F6F6F,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
166,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x6D6D6D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
167,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x6F6F6F,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
168,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x676767,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
169,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x525352,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
170,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x525452,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
171,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x383838,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
172,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x585858,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
173,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xC3C3B5,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
174,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x3D3F3E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
175,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
176,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
177,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x4D4D4D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
178,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x434343,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
179,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x4D4D4D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
180,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x434343,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
181,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x427D99,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
182,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x2F4E54,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
183,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
184,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
185,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
186,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
187,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
188,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x3B4D56,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
189,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
190,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
191,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
192,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
193,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
194,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
195,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x4D4D4D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
196,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x434343,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
197,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x4D4D4D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
198,1,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x434343,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
199,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x161819,0x161819,0xFF6700,0xFF8800,0xFF6D00,0x161819,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
200,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x131415,0x131415,0x5D7D9C,0x68829A,0x665C77,0x131415,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
201,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x234A54,0x1F49,0x2F353E,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
202,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x9162B,0x91429,0x448C80,0x3AA2CF,0x6B5C80,0x9162C,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
203,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x102432,0xE1F2D,0xD27948,0x99DCF5,0x947765,0x112636,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
204,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x102432,0x102434,0xFFAB40,0xAFDAE0,0xB57342,0x112636,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
205,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x10202E,0x102434,0xFFCA4C,0xB4B4B4,0xC7822B,0x102331,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
206,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x10202E,0x10202E,0x5D7D6D,0x4D788F,0x5B3D4B,0x10202E,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
207,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x5C5C5C,0x5C5C5C,0x6E6E6E,0x4D4D4D,0x6E6E6E,0x5C5C5C,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
208,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0xE8F1FF,0xE8F1FF,0xFFD296,0xFFF7DE,0xFFE2A9,0xE8F1FF,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
209,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x223A4B,0x263849,0xFFB33C,0xFFC78A,0xFFD4A0,0x223A4B,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
210,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x123851,0x134351,0x44A2AB,0x2B6984,0x8A5D48,0x123851,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
211,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
212,5,0x168,720,1440,2160,2520,0,0,0,0,0,0,0,0,0,0,,0x324B,0x204C6F,0x6182B7,0x5D5078,0x5D5078,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
213,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x213E2F,0x213E2F,0x5B4842,0x114B59,0x5A4846,0x213E2F,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
214,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0xC18,0xC18,0x14302F,0x1D29,0x152235,0xC18,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
215,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x1A3C1E,0x27423C,0x2F3A37,0x294C51,0x27423C,0x1A3C1E,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
216,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x27372F,0x243A3C,0x2E4B4D,0x1A2E33,0x243A3C,0x27372F,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
217,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x426586,0x141618,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
218,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x426586,0x141618,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
219,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1E3D4C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
220,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x356B88,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
221,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x36708E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
222,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x38718D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
223,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x4284A6,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
224,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x255C5C,0x131616,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
225,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x426586,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
226,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x5B809E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
227,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x526A7B,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
228,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x40657D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
229,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
230,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
231,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x40657D,0x253D4C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
232,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
233,6,0x0,360,720,1440,2160,2640,0,0,0,0,0,0,0,0,0,,0x3A372F,0x3A372F,0x5B4842,0x4E3F37,0x5A4846,0x3A372F,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
234,5,0x0,360,720,1440,2160,0,0,0,0,0,0,0,0,0,0,,0xC18,0xC18,0x3F554B,0x3D5E71,0x5B3D4B,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
235,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x141516,0x141516,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
236,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x131416,0x131415,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
237,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x9141A,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
238,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x92E3E,0x96074,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
239,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x93243,0xC5670,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
240,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x92E3E,0xC485D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
241,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x92A38,0xB455A,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
242,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x92B37,0x94458,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
243,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x585858,0x6E6E6E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
244,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xE0F7FF,0xC7ECFF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
245,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x92633,0x192A31,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
246,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xD293E,0x354E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
247,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
248,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x303A,0x5B7C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
249,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
250,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
251,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1E303E,0x3B3A32,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
252,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1317,0x2835,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
253,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x131312,0x161413,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
254,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x121211,0x121212,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
255,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
256,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
257,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
258,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
259,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
260,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x141413,0x161513,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
261,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
262,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
263,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
264,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
265,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
266,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
267,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x687235,0xCC9852,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
268,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x3D431E,0x674D29,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
269,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x373D00,0xA07D12,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
270,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x373D00,0x544412,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
271,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x191613,0xA66421,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
272,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x131511,0x2D4600,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
273,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x250C00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
274,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1D140C,0x814400,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
275,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x23190D,0xA46119,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
276,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x291E0F,0xD19136,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
277,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x291E0B,0x7C4F17,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
278,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x291E0B,0x7C4D11,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
279,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x747474,0x4D4D4D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
280,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFFAF67,0xFFF3D8,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
281,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x2C2A09,0xC87F38,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
282,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x381700,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
283,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
284,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x351B00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
